,postcodes,names,distance,type_major,type_minor
2198,E17,Tesco Express,8209,grocery,Grocery Store
2199,E17,Sainsbury's,13804,grocery,Supermarket
2200,E17,Tesco Express,13053,grocery,Grocery Store
2201,E17,Waitrose & Partners,16793,grocery,Supermarket
2202,E17,Sainsbury's,6132,grocery,Supermarket
2203,E17,Waitrose & Partners,22729,grocery,Supermarket
2204,E17,Tesco,2980,grocery,Supermarket
2205,E17,Waitrose & Partners,8830,grocery,Supermarket
2206,E17,Asda,16909,grocery,Supermarket
2207,E17,Tesco Extra,12638,grocery,Supermarket
2208,E17,Sainsbury's,17858,grocery,Supermarket
2209,E17,Waitrose & Partners,12195,grocery,Supermarket
2210,E17,Waitrose & Partners,9162,grocery,Supermarket
2211,E17,Morrisons,19919,grocery,Supermarket
2212,E17,Oseyo Shop,11600,grocery,Supermarket
2213,E17,Sainsbury's,11697,grocery,Supermarket
2214,E17,Tesco Extra,18829,grocery,Supermarket
2215,E17,Sainsbury's,15195,grocery,Supermarket
2216,E17,Tesco,11987,grocery,Supermarket
2217,E17,Sainsbury's,14446,grocery,Supermarket
2218,E17,Sainsbury's,20260,grocery,Supermarket
2219,E17,Sainsbury's,18740,grocery,Supermarket
2220,E17,Sainsbury's,16413,grocery,Supermarket
2221,E17,Sainsbury's,5597,grocery,Supermarket
2222,E17,Sainsbury's,8197,grocery,Supermarket
2223,E17,Asda,9309,grocery,Supermarket
2224,E17,Waitrose & Partners,9859,grocery,Supermarket
2225,E17,Southbank Centre Food Market,11656,grocery,Street Food Gathering
2226,E17,Duke Of York,7104,nightlife,Pub
2227,E17,"River Terrace, Riverside Studios",18497,nightlife,Beer Garden
2228,E17,Mikkeller Brewpub London,9566,nightlife,Bar
2229,E17,Cavendish,26199,nightlife,Other Nightlife
2230,E17,Novikov,12634,nightlife,Asian Restaurant
2231,E17,The Edmund Halley (Wetherspoon),15130,nightlife,Pub
2232,E17,360 Lounge,14569,nightlife,Hookah Bar
2233,E17,The Pipe Major,13603,nightlife,Restaurant
2234,E17,Sky Garden,9919,nightlife,Scenic Lookout
2235,E17,Drunch,12351,nightlife,Café
2236,E17,Harry's Dolce Vita,14299,nightlife,Italian Restaurant
2237,E17,BrewDog Tower Hill,9958,nightlife,Beer Bar
2238,E17,The Barrel Vault (Wetherspoon),9892,nightlife,Pub
2239,E17,The Canonbury Tavern,7521,nightlife,Pub
2240,E17,Leadbelly's,10494,nightlife,Bar
2241,E17,Boulevard,12412,nightlife,Café
2242,E17,Founder's Arms,10786,nightlife,Pub
2243,E17,Cutty Sark Tavern,11609,nightlife,Pub
2244,E17,Shoreditch House,8430,nightlife,Social Club
2245,E17,Shoreditch Grind,8670,nightlife,Coffee Shop
2246,E17,The Old Brewery,11958,nightlife,Brewery
2247,E17,Sketch,12177,nightlife,Modern European Restaurant
2248,E17,German Gymnasium,9856,nightlife,Modern European Restaurant
2249,E17,Sky Pod Bar,9917,nightlife,Cocktail Bar
2250,E17,London's Pride,32778,nightlife,Bar
2251,E17,The Albert,13163,nightlife,Pub
2252,E17,The Shakespeare,13689,nightlife,Pub
2253,E17,B Bistro,12635,nightlife,Hookah Bar
2254,E17,The Hari Bar & Garden Terrace,14104,nightlife,Cocktail Bar
2255,E17,White City House,16929,nightlife,Social Club
2256,E17,The Plough & Harrow (Wetherspoon),18374,nightlife,Pub
2257,E17,Drunch,12148,nightlife,Restaurant
2258,E17,The Brownswood,5964,nightlife,Pub
2259,E17,The Elysee Restaurant and Roof Garden,11318,nightlife,Greek Restaurant
2260,E17,Neighbourhood,4853,nightlife,Pub
2261,E17,Crate Brewery,5264,nightlife,Brewery
2262,E17,Mikkeller Bar London,8120,nightlife,Beer Bar
2263,E17,The People's Park Tavern,5595,nightlife,Pub
2264,E17,Wolfpack,14292,nightlife,Pub
2265,E17,BrewDog Shepherds Bush,17289,nightlife,Beer Bar
2266,E17,The White Hart,5242,nightlife,Pub
2267,E17,Howling Hops Tank Bar,5279,nightlife,Bar
2268,E17,Goose Island Brewpub,8590,nightlife,Brewery
2269,E17,Annabel's,12696,nightlife,Lounge
2270,E17,BrewDog Shoreditch,8240,nightlife,Beer Bar
2271,E17,Circa,11586,nightlife,Gay Bar
2272,E17,Mr Fogg’s Residence,12532,nightlife,Bar
2273,E17,Sumosan Twiga,14137,nightlife,Japanese Restaurant
2274,E17,Buddha-Bar,14022,nightlife,Asian Restaurant
2275,E17,Harrods Pizzeria & Canti Prosecco Bar,14318,nightlife,Pizza Place
2276,E17,Chiswick Memorial Club,20195,entertainment,General Entertainment
2277,E17,William Hogarth Statue,19706,entertainment,Outdoor Sculpture
2278,E17,Paddington Recreation Athletics Track,13844,entertainment,Track Stadium
2279,E17,Cricket Pitch,20804,entertainment,Cricket Ground
2280,E17,Somerset House Studios,11213,entertainment,Exhibit
2281,E17,ZSL London Zoo,11334,entertainment,Zoo
2282,E17,British Museum,10944,entertainment,History Museum
2283,E17,Tate Modern,10797,entertainment,Art Museum
2284,E17,National Gallery,11878,entertainment,Art Museum
2285,E17,Tower of London,9990,entertainment,Castle
2286,E17,Victoria and Albert Museum (V&A),14952,entertainment,Art Museum
2287,E17,Elizabeth Tower (Big Ben) (Big Ben (Elizabeth Tower)),12429,entertainment,Monument / Landmark
2288,E17,Imperial War Museum,12243,entertainment,History Museum
2289,E17,Science Museum,15001,entertainment,Science Museum
2290,E17,Museum of London,9705,entertainment,History Museum
2291,E17,Cutty Sark,11963,entertainment,History Museum
2292,E17,Southbank Centre,11649,entertainment,Performing Arts Venue
2293,E17,Old Royal Naval College,11932,entertainment,Historic Site
2294,E17,Hampton Court Palace,30414,entertainment,Palace
2295,E17,Royal Observatory,12614,entertainment,Observatory
2296,E17,National Maritime Museum,12195,entertainment,History Museum
2297,E17,Tate Britain,13415,entertainment,Art Museum
2298,E17,Somerset House,11249,entertainment,Event Space
2299,E17,Barbican Centre,9454,entertainment,Performing Arts Venue
2300,E17,The O2 Arena,9826,entertainment,Music Venue
2301,E17,Natural History Museum,15170,entertainment,Science Museum
2302,E17,Ashburton Triangle and Arsenal Museum,7308,entertainment,History Museum
2303,E17,Horniman Museum and Gardens,16885,entertainment,Museum
2304,E17,Warner Bros. Studios Leavesden,29904,entertainment,Film Studio
2305,E17,Stamford Bridge,17032,entertainment,Soccer Stadium
2306,E17,Battersea Power Station,14946,entertainment,Historic Site
2307,E17,Emirates Stadium,7400,entertainment,Soccer Stadium
2308,E17,Cineworld,9183,entertainment,Multiplex
2309,E17,ODEON BFI IMAX,11586,entertainment,Movie Theater
2310,E17,Queens Yard,5256,entertainment,Art Gallery
2311,E17,Painted Hall,11967,entertainment,Museum
2312,E17,Chiswick House & Gardens,20479,entertainment,Historic Site
2313,E17,180 The Strand,10960,entertainment,Art Gallery
2314,E17,Regent's Park Open Air Theatre,11736,entertainment,Theater
2315,E17,Mathew Harding End,17020,entertainment,Soccer Stadium
2316,E17,Fulham Palace,19135,entertainment,Historic Site
2317,E17,Alexandra Palace,7852,entertainment,Palace
2318,E17,Marble Arch,12965,entertainment,Monument / Landmark
2319,E17,Kensington Palace,15124,entertainment,Palace
2320,E17,Millennium Leisure Park,11416,entertainment,General Entertainment
2321,E17,Platform 9¾,9830,entertainment,General Entertainment
2322,E17,Two Temple Place,10945,entertainment,History Museum
2323,E17,Hogarth's House,19880,entertainment,Art Museum
2324,E17,Royale Leisure Park,19621,entertainment,General Entertainment
2325,E17,Hampstead Theatre,12012,entertainment,Theater
2326,E17,Festival Terrace,11675,outdoors,Pedestrian Plaza
2327,E17,Trafalgar Square,11934,outdoors,Plaza
2328,E17,Kensington Gardens,14614,outdoors,Park
2329,E17,Piccadilly Circus,12069,outdoors,Plaza
2330,E17,Chelsea Bridge,14855,outdoors,Bridge
2331,E17,Hyde Park,13599,outdoors,Park
2332,E17,Queen Elizabeth Olympic Park,5561,outdoors,Park
2333,E17,Paddington Recreation Ground,13710,outdoors,Athletics & Sports
2334,E17,"Royal Botanic Gardens (Royal Botanic Gardens, Kew)",23035,outdoors,Botanical Garden
2335,E17,Clapham Common,17420,outdoors,Park
2336,E17,Richmond Park,24525,outdoors,Park
2337,E17,St James's Park,12558,outdoors,Park
2338,E17,The London Eye,11985,outdoors,Scenic Lookout
2339,E17,London Fields Lido,6141,outdoors,Pool
2340,E17,Bushy Park,29361,outdoors,Park
2341,E17,St Katharine Docks,9927,outdoors,Harbor / Marina
2342,E17,Alexandra Park,7638,outdoors,Park
2343,E17,Primrose Hill,11499,outdoors,Park
2344,E17,Hampstead Heath,10766,outdoors,Park
2345,E17,Tower Bridge,10240,outdoors,Bridge
2346,E17,Regent's Park,11545,outdoors,Park
2347,E17,Greenwich Park,12603,outdoors,Park
2348,E17,Victoria Park,6154,outdoors,Park
2349,E17,Haven Green,21370,outdoors,Park
2350,E17,Highbury Fields,7410,outdoors,Park
2351,E17,London Fields,6262,outdoors,Park
2352,E17,Buckingham Palace,13208,outdoors,Palace
2353,E17,Shoreditch Park,7825,outdoors,Park
2354,E17,Tooting Bec Common,18826,outdoors,Park
2355,E17,Clissold Park,5868,outdoors,Park
2356,E17,Finsbury Park,6190,outdoors,Park
2357,E17,Holland Park,16158,outdoors,Park
2358,E17,Battersea Park,15664,outdoors,Park
2359,E17,Wimbledon Park,21381,outdoors,Park
2360,E17,Chiswick House & Gardens,20479,outdoors,Historic Site
2361,E17,Brockwell Park,16674,outdoors,Park
2362,E17,Nova,13575,outdoors,Pedestrian Plaza
2363,E11,EL&N,14884,restaurants,Café
2364,E11,EL&N,13849,restaurants,Café
2365,E11,The Coffee Bar,14945,restaurants,Coffee Shop
2366,E11,North Audley Cantine (NAC),13608,restaurants,French Restaurant
2367,E11,L'ETO Caffè,15446,restaurants,Café
2368,E11,Richoux,13661,restaurants,Café
2369,E11,JOE & THE JUICE,13566,restaurants,Juice Bar
2370,E11,Novikov,13264,restaurants,Asian Restaurant
2371,E11,Where Magic Happens,15250,restaurants,Caribbean Restaurant
2372,E11,Din Tai Fung,11916,restaurants,Dumpling Restaurant
2373,E11,Fortnum & Mason,12986,restaurants,Department Store
2374,E11,Fait Maison,16244,restaurants,Mediterranean Restaurant
2375,E11,% Arabica,11938,restaurants,Coffee Shop
2376,E11,L'ETO Caffè,14642,restaurants,Café
2377,E11,Harry's Dolce Vita,14944,restaurants,Italian Restaurant
2378,E11,Drunch,13150,restaurants,Café
2379,E11,Ozone Coffee Roasters,8996,restaurants,Coffee Shop
2380,E11,Chelsea Bridge Burger,15266,restaurants,Burger Joint
2381,E11,Beit El Zaytoun,19800,restaurants,Middle Eastern Restaurant
2382,E11,Pear Tree Cafe,15629,restaurants,Café
2383,E11,EL&N,13407,restaurants,Café
2384,E11,Shoreditch Grind,8986,restaurants,Coffee Shop
2385,E11,The Monocle Café,13357,restaurants,Café
2386,E11,De Beauvoir Deli,7916,restaurants,Deli / Bodega
2387,E11,Starbucks,12150,restaurants,Coffee Shop
2388,E11,Caravan King's Cross,10734,restaurants,Breakfast Spot
2389,E11,Sketch,12894,restaurants,Modern European Restaurant
2390,E11,The Old Brewery,10170,restaurants,Brewery
2391,E11,Dishoom,12763,restaurants,Indian Restaurant
2392,E11,Dishoom,8469,restaurants,Indian Restaurant
2393,E11,Chapati & Karak,15174,restaurants,Café
2394,E11,Circolo Popolare by Big Mamma,12176,restaurants,Italian Restaurant
2395,E11,Plaza Pastor,10812,restaurants,Mexican Restaurant
2396,E11,Aubaine,15604,restaurants,French Restaurant
2397,E11,Dishoom,10734,restaurants,Indian Restaurant
2398,E11,Pavilion Cafe,6067,restaurants,Café
2399,E11,BOXPARK Shoreditch,8514,restaurants,Shopping Mall
2400,E11,Byron,11718,restaurants,Burger Joint
2401,E11,Wing Fu,11428,restaurants,Chinese Restaurant
2402,E11,Kingly Court,12735,restaurants,Food Court
2403,E11,Ladurée,11845,restaurants,Dessert Shop
2404,E11,Amazonico,13272,restaurants,South American Restaurant
2405,E11,Sexy Fish,13259,restaurants,Seafood Restaurant
2406,E11,COYA London,13759,restaurants,Latin American Restaurant
2407,E11,Le Relais de Venise L’Entrecôte,13173,restaurants,French Restaurant
2408,E11,Jean Georges,13509,restaurants,French Restaurant
2409,E11,Ferdi,13551,restaurants,Restaurant
2410,E11,Drunch,13575,restaurants,Restaurant
2411,E11,Freej Swailh,14966,restaurants,Middle Eastern Restaurant
2412,E11,The Elysee Restaurant and Roof Garden,12066,restaurants,Greek Restaurant
2413,E11,Tesco,285,grocery,Supermarket
2414,E11,Borough Market,10597,grocery,Farmers Market
2415,E11,Sainsbury's,18405,grocery,Supermarket
2416,E11,Greenwich Market,10322,grocery,Market
2417,E11,Mercato Metropolitano,11538,grocery,Street Food Gathering
2418,E11,Sainsbury's,11426,grocery,Supermarket
2419,E11,Whole Foods Market,16424,grocery,Grocery Store
2420,E11,Fortnum & Mason,12986,grocery,Department Store
2421,E11,Sainsbury's,24153,grocery,Supermarket
2422,E11,Tesco Extra,9805,grocery,Supermarket
2423,E11,Tesco Express,20025,grocery,Grocery Store
2424,E11,Waitrose & Partners,13967,grocery,Supermarket
2425,E11,Sainsbury's Local,13397,grocery,Grocery Store
2426,E11,Waitrose & Partners,24396,grocery,Supermarket
2427,E11,Tesco,5485,grocery,Supermarket
2428,E11,Waitrose & Partners,10356,grocery,Supermarket
2429,E11,Asda,19472,grocery,Supermarket
2430,E11,Asda,9019,grocery,Supermarket
2431,E11,Tesco Express,13331,grocery,Grocery Store
2432,E11,Waitrose & Partners,9454,grocery,Supermarket
2433,E11,Sainsbury's,11547,grocery,Supermarket
2434,E11,Sainsbury's,14138,grocery,Supermarket
2435,E11,Waitrose & Partners,9671,grocery,Supermarket
2436,E11,Tesco Express,8621,grocery,Grocery Store
2437,E11,Sainsbury's,9684,grocery,Supermarket
2438,E11,Waitrose & Partners,13156,grocery,Supermarket
2439,E11,Sainsbury's,26999,grocery,Supermarket
2440,E11,Waitrose & Partners,17981,grocery,Supermarket
2441,E11,Sainsbury's,23860,grocery,Supermarket
2442,E11,Asda,20489,grocery,Supermarket
2443,E11,Tesco Extra,9896,grocery,Supermarket
2444,E11,Sainsbury's,6898,grocery,Supermarket
2445,E11,Sainsbury's,16284,grocery,Supermarket
2446,E11,Waitrose & Partners,11165,grocery,Supermarket
2447,E11,Morrisons,21370,grocery,Supermarket
2448,E11,Oseyo Shop,12163,grocery,Supermarket
2449,E11,Sainsbury's,9391,grocery,Supermarket
2450,E11,Tesco,11379,grocery,Supermarket
2451,E11,Tesco Extra,21825,grocery,Supermarket
2452,E11,Asda,41907,grocery,Supermarket
2453,E11,Sainsbury's,17079,grocery,Supermarket
2454,E11,Sainsbury's,14446,grocery,Supermarket
2455,E11,Sainsbury's,7810,grocery,Supermarket
2456,E11,Sainsbury's,18515,grocery,Supermarket
2457,E11,Sainsbury's,16248,grocery,Supermarket
2458,E11,Asda,12387,grocery,Supermarket
2459,E11,Sainsbury's,21490,grocery,Supermarket
2460,E11,Sainsbury's,7845,grocery,Supermarket
2461,E11,Waitrose & Partners,9361,grocery,Supermarket
2462,E11,Morrisons,6466,grocery,Supermarket
2463,E11,Novikov,13264,nightlife,Asian Restaurant
2464,E11,360 Lounge,15248,nightlife,Hookah Bar
2465,E11,The Edmund Halley (Wetherspoon),13073,nightlife,Pub
2466,E11,The Pipe Major,10689,nightlife,Restaurant
2467,E11,Sky Garden,9813,nightlife,Scenic Lookout
2468,E11,Harry's Dolce Vita,14944,nightlife,Italian Restaurant
2469,E11,Drunch,13150,nightlife,Café
2470,E11,BrewDog Tower Hill,9779,nightlife,Beer Bar
2471,E11,Leadbelly's,9530,nightlife,Bar
2472,E11,The Canonbury Tavern,8574,nightlife,Pub
2473,E11,Boulevard,13711,nightlife,Café
2474,E11,The Barrel Vault (Wetherspoon),10913,nightlife,Pub
2475,E11,Cutty Sark Tavern,9703,nightlife,Pub
2476,E11,Founder's Arms,10911,nightlife,Pub
2477,E11,Shoreditch House,8473,nightlife,Social Club
2478,E11,Shoreditch Grind,8986,nightlife,Coffee Shop
2479,E11,The Old Brewery,10170,nightlife,Brewery
2480,E11,Sketch,12894,nightlife,Modern European Restaurant
2481,E11,Sky Pod Bar,9809,nightlife,Cocktail Bar
2482,E11,German Gymnasium,10868,nightlife,Modern European Restaurant
2483,E11,London's Pride,34311,nightlife,Bar
2484,E11,B Bistro,13298,nightlife,Hookah Bar
2485,E11,The Shakespeare,14124,nightlife,Pub
2486,E11,The Albert,13521,nightlife,Pub
2487,E11,The Hari Bar & Garden Terrace,14670,nightlife,Cocktail Bar
2488,E11,Duke Of York,7654,nightlife,Pub
2489,E11,"River Terrace, Riverside Studios",19481,nightlife,Beer Garden
2490,E11,White City House,18214,nightlife,Social Club
2491,E11,The Plough & Harrow (Wetherspoon),19423,nightlife,Pub
2492,E11,Drunch,13575,nightlife,Restaurant
2493,E11,Mikkeller Brewpub London,10212,nightlife,Bar
2494,E11,The White Hart,6541,nightlife,Pub
2495,E11,BrewDog Shoreditch,8236,nightlife,Beer Bar
2496,E11,The Brownswood,7688,nightlife,Pub
2497,E11,Goose Island Brewpub,8648,nightlife,Brewery
2498,E11,Mr Fogg’s Residence,13215,nightlife,Bar
2499,E11,Neighbourhood,3387,nightlife,Pub
2500,E11,Wolfpack,15930,nightlife,Pub
2501,E11,Crate Brewery,4314,nightlife,Brewery
2502,E11,Circa,12238,nightlife,Gay Bar
2503,E11,The Elysee Restaurant and Roof Garden,12066,nightlife,Greek Restaurant
2504,E11,The People's Park Tavern,5189,nightlife,Pub
2505,E11,BrewDog Shepherds Bush,18450,nightlife,Beer Bar
2506,E11,Howling Hops Tank Bar,4348,nightlife,Bar
2507,E11,Annabel's,13398,nightlife,Lounge
2508,E11,Mikkeller Bar London,8277,nightlife,Beer Bar
2509,E11,Buddha-Bar,14727,nightlife,Asian Restaurant
2510,E11,Sumosan Twiga,14765,nightlife,Japanese Restaurant
2511,E11,Harrods Pizzeria & Canti Prosecco Bar,14965,nightlife,Pizza Place
2512,E11,Cavendish,28551,nightlife,Other Nightlife
2513,E11,British Museum,11636,entertainment,History Museum
2514,E11,ZSL London Zoo,12691,entertainment,Zoo
2515,E11,Tate Modern,10877,entertainment,Art Museum
2516,E11,National Gallery,12371,entertainment,Art Museum
2517,E11,Tower of London,9694,entertainment,Castle
2518,E11,Victoria and Albert Museum (V&A),15650,entertainment,Art Museum
2519,E11,Elizabeth Tower (Big Ben) (Big Ben (Elizabeth Tower)),12712,entertainment,Monument / Landmark
2520,E11,Imperial War Museum,12234,entertainment,History Museum
2521,E11,Old Royal Naval College,10104,entertainment,Historic Site
2522,E11,Cutty Sark,10199,entertainment,History Museum
2523,E11,Museum of London,9960,entertainment,History Museum
2524,E11,Hampton Court Palace,31018,entertainment,Palace
2525,E11,Southbank Centre,11938,entertainment,Performing Arts Venue
2526,E11,Royal Observatory,10711,entertainment,Observatory
2527,E11,Science Museum,15732,entertainment,Science Museum
2528,E11,National Maritime Museum,10360,entertainment,History Museum
2529,E11,Tate Britain,13570,entertainment,Art Museum
2530,E11,Somerset House,11652,entertainment,Event Space
2531,E11,Chiswick Memorial Club,21377,entertainment,General Entertainment
2532,E11,Barbican Centre,9719,entertainment,Performing Arts Venue
2533,E11,The O2 Arena,7859,entertainment,Music Venue
2534,E11,Natural History Museum,15905,entertainment,Science Museum
2535,E11,Horniman Museum and Gardens,15667,entertainment,Museum
2536,E11,Ashburton Triangle and Arsenal Museum,8879,entertainment,History Museum
2537,E11,Stamford Bridge,17618,entertainment,Soccer Stadium
2538,E11,William Hogarth Statue,20878,entertainment,Outdoor Sculpture
2539,E11,Paddington Recreation Athletics Track,15303,entertainment,Track Stadium
2540,E11,Battersea Power Station,15138,entertainment,Historic Site
2541,E11,Emirates Stadium,8936,entertainment,Soccer Stadium
2542,E11,ODEON BFI IMAX,11812,entertainment,Movie Theater
2543,E11,Cineworld,7763,entertainment,Multiplex
2544,E11,180 The Strand,11367,entertainment,Art Gallery
2545,E11,Regent's Park Open Air Theatre,12911,entertainment,Theater
2546,E11,Queens Yard,4381,entertainment,Art Gallery
2547,E11,Painted Hall,10152,entertainment,Museum
2548,E11,Chiswick House & Gardens,21571,entertainment,Historic Site
2549,E11,Mathew Harding End,17647,entertainment,Soccer Stadium
2550,E11,Alexandra Palace,10529,entertainment,Palace
2551,E11,Fulham Palace,19776,entertainment,Historic Site
2552,E11,Marble Arch,13857,entertainment,Monument / Landmark
2553,E11,Millennium Leisure Park,9288,entertainment,General Entertainment
2554,E11,Platform 9¾,10820,entertainment,General Entertainment
2555,E11,Syon Park,25422,entertainment,Park
2556,E11,Kensington Palace,16096,entertainment,Palace
2557,E11,Hogarth's House,20986,entertainment,Art Museum
2558,E11,Two Temple Place,11289,entertainment,History Museum
2559,E11,Royale Leisure Park,21336,entertainment,General Entertainment
