,postcodes,names,distance,type_major,type_minor
10812,SE8,Mathew Harding End,11445,entertainment,Soccer Stadium
10813,SE8,Marble Arch,9835,entertainment,Monument / Landmark
10814,SE8,Alexandra Palace,14527,entertainment,Palace
10815,SE8,Fulham Palace,13188,entertainment,Historic Site
10816,SE8,National Maritime Museum,1461,entertainment,History Museum
10817,SE8,Platform 9¾,8854,entertainment,General Entertainment
10818,SE8,Kensington Palace,11515,entertainment,Palace
10819,SE8,Two Temple Place,6861,entertainment,History Museum
10820,SE8,Hogarth's House,15755,entertainment,Art Museum
10821,SE8,Hampstead Theatre,12403,entertainment,Theater
10822,SE8,Royale Leisure Park,18325,entertainment,General Entertainment
10823,SE8,Painted Hall,1401,entertainment,Museum
10824,SE8,Greenwich Park,1923,outdoors,Park
10825,SE8,Kensington Gardens,11056,outdoors,Park
10826,SE8,Trafalgar Square,7667,outdoors,Plaza
10827,SE8,Piccadilly Circus,8174,outdoors,Plaza
10828,SE8,Chelsea Bridge,8573,outdoors,Bridge
10829,SE8,Hyde Park,9892,outdoors,Park
10830,SE8,Queen Elizabeth Olympic Park,6682,outdoors,Park
10831,SE8,Clapham Common,8999,outdoors,Park
10832,SE8,"Royal Botanic Gardens (Royal Botanic Gardens, Kew)",18740,outdoors,Botanical Garden
10833,SE8,Richmond Park,17847,outdoors,Park
10834,SE8,The London Eye,6927,outdoors,Scenic Lookout
10835,SE8,St James's Park,7799,outdoors,Park
10836,SE8,London Fields Lido,7253,outdoors,Pool
10837,SE8,St Katharine Docks,4243,outdoors,Harbor / Marina
10838,SE8,Bushy Park,22701,outdoors,Park
10839,SE8,Alexandra Park,14383,outdoors,Park
10840,SE8,Tower Bridge,4368,outdoors,Bridge
10841,SE8,Primrose Hill,11424,outdoors,Park
10842,SE8,Hampstead Heath,13489,outdoors,Park
10843,SE8,Regent's Park,10413,outdoors,Park
10844,SE8,Highbury Fields,9306,outdoors,Park
10845,SE8,Haven Green,19534,outdoors,Park
10846,SE8,London Fields,7063,outdoors,Park
10847,SE8,Buckingham Palace,8396,outdoors,Palace
10848,SE8,Tooting Bec Common,9238,outdoors,Park
10849,SE8,Shoreditch Park,7286,outdoors,Park
10850,SE8,Holland Park,12569,outdoors,Park
10851,SE8,Clissold Park,9948,outdoors,Park
10852,SE8,Finsbury Park,11219,outdoors,Park
10853,SE8,Battersea Park,9075,outdoors,Park
10854,SE8,Festival Terrace,6904,outdoors,Pedestrian Plaza
10855,SE8,Wimbledon Park,13358,outdoors,Park
10856,SE8,Brockwell Park,6452,outdoors,Park
10857,SE8,Chiswick House & Gardens,16201,outdoors,Historic Site
10858,SE8,Nova,8348,outdoors,Pedestrian Plaza
10859,SE8,Victoria Park,6261,outdoors,Park
10860,SE9,EL&N,16304,restaurants,Café
10861,SE9,The Coffee Bar,16638,restaurants,Coffee Shop
10862,SE9,L'ETO Caffè,16919,restaurants,Café
10863,SE9,EL&N,16623,restaurants,Café
10864,SE9,North Audley Cantine (NAC),16677,restaurants,French Restaurant
10865,SE9,JOE & THE JUICE,16742,restaurants,Juice Bar
10866,SE9,Richoux,16458,restaurants,Café
10867,SE9,Novikov,15794,restaurants,Asian Restaurant
10868,SE9,Where Magic Happens,13798,restaurants,Caribbean Restaurant
10869,SE9,Din Tai Fung,14797,restaurants,Dumpling Restaurant
10870,SE9,Fait Maison,17951,restaurants,Mediterranean Restaurant
10871,SE9,Fortnum & Mason,15570,restaurants,Department Store
10872,SE9,% Arabica,14881,restaurants,Coffee Shop
10873,SE9,Drunch,16380,restaurants,Café
10874,SE9,Harry's Dolce Vita,16570,restaurants,Italian Restaurant
10875,SE9,L'ETO Caffè,16243,restaurants,Café
10876,SE9,Ozone Coffee Roasters,13685,restaurants,Coffee Shop
10877,SE9,Beit El Zaytoun,24483,restaurants,Middle Eastern Restaurant
10878,SE9,Chelsea Bridge Burger,15161,restaurants,Burger Joint
10879,SE9,Pear Tree Cafe,15160,restaurants,Café
10880,SE9,EL&N,16673,restaurants,Café
10881,SE9,Starbucks,14566,restaurants,Coffee Shop
10882,SE9,The Monocle Café,17101,restaurants,Café
10883,SE9,Shoreditch Grind,13823,restaurants,Coffee Shop
10884,SE9,De Beauvoir Deli,14931,restaurants,Deli / Bodega
10885,SE9,Caravan King's Cross,16476,restaurants,Breakfast Spot
10886,SE9,The Old Brewery,6531,restaurants,Brewery
10887,SE9,Dishoom,15889,restaurants,Indian Restaurant
10888,SE9,Dishoom,13175,restaurants,Indian Restaurant
10889,SE9,Chapati & Karak,16806,restaurants,Café
10890,SE9,Sketch,15978,restaurants,Modern European Restaurant
10891,SE9,Dishoom,16556,restaurants,Indian Restaurant
10892,SE9,Aubaine,16819,restaurants,French Restaurant
10893,SE9,Circolo Popolare by Big Mamma,15781,restaurants,Italian Restaurant
10894,SE9,Pavilion Cafe,12419,restaurants,Café
10895,SE9,BOXPARK Shoreditch,13084,restaurants,Shopping Mall
10896,SE9,Plaza Pastor,16598,restaurants,Mexican Restaurant
10897,SE9,Byron,14697,restaurants,Burger Joint
10898,SE9,Wing Fu,11021,restaurants,Chinese Restaurant
10899,SE9,Kingly Court,15808,restaurants,Food Court
10900,SE9,Ladurée,14821,restaurants,Dessert Shop
10901,SE9,Amazonico,16034,restaurants,South American Restaurant
10902,SE9,Sexy Fish,15964,restaurants,Seafood Restaurant
10903,SE9,Le Relais de Venise L’Entrecôte,16851,restaurants,French Restaurant
10904,SE9,COYA London,15922,restaurants,Latin American Restaurant
10905,SE9,Jean Georges,16321,restaurants,French Restaurant
10906,SE9,Drunch,18891,restaurants,Restaurant
10907,SE9,Freej Swailh,16719,restaurants,Middle Eastern Restaurant
10908,SE9,Ferdi,15952,restaurants,Restaurant
10909,SE9,The Elysee Restaurant and Roof Garden,15791,restaurants,Greek Restaurant
10910,SE9,Borough Market,12555,grocery,Farmers Market
10911,SE9,Sainsbury's,17282,grocery,Supermarket
10912,SE9,Greenwich Market,6480,grocery,Market
10913,SE9,Sainsbury's,8054,grocery,Supermarket
10914,SE9,Mercato Metropolitano,12575,grocery,Street Food Gathering
10915,SE9,Whole Foods Market,18504,grocery,Grocery Store
10916,SE9,Fortnum & Mason,15570,grocery,Department Store
10917,SE9,Sainsbury's,24088,grocery,Supermarket
10918,SE9,Tesco Extra,9350,grocery,Supermarket
10919,SE9,Tesco Express,20887,grocery,Grocery Store
10920,SE9,Waitrose & Partners,20207,grocery,Supermarket
10921,SE9,Sainsbury's,17678,grocery,Supermarket
10922,SE9,Tesco,14830,grocery,Supermarket
10923,SE9,Waitrose & Partners,15426,grocery,Supermarket
10924,SE9,Waitrose & Partners,27518,grocery,Supermarket
10925,SE9,Sainsbury's Local,14297,grocery,Grocery Store
10926,SE9,Sainsbury's,14924,grocery,Supermarket
10927,SE9,Waitrose & Partners,15710,grocery,Supermarket
10928,SE9,Sainsbury's,14258,grocery,Supermarket
10929,SE9,Waitrose & Partners,13774,grocery,Supermarket
10930,SE9,Asda,24732,grocery,Supermarket
10931,SE9,Sainsbury's,19072,grocery,Supermarket
10932,SE9,Tesco Express,14083,grocery,Grocery Store
10933,SE9,Waitrose & Partners,20560,grocery,Supermarket
10934,SE9,Asda,7685,grocery,Supermarket
10935,SE9,Tesco,10598,grocery,Supermarket
10936,SE9,Asda,27957,grocery,Supermarket
10937,SE9,Sainsbury's,14976,grocery,Supermarket
10938,SE9,Sainsbury's,6503,grocery,Supermarket
10939,SE9,Tesco Express,14472,grocery,Grocery Store
10940,SE9,Tesco Extra,5350,grocery,Supermarket
10941,SE9,Sainsbury's,15471,grocery,Supermarket
10942,SE9,Waitrose & Partners,6850,grocery,Supermarket
10943,SE9,Morrisons,24123,grocery,Supermarket
10944,SE9,Oseyo Shop,15169,grocery,Supermarket
10945,SE9,Sainsbury's,5712,grocery,Supermarket
10946,SE9,Tesco,10723,grocery,Supermarket
10947,SE9,Sainsbury's,13714,grocery,Supermarket
10948,SE9,Asda,34649,grocery,Supermarket
10949,SE9,Tesco Extra,32888,grocery,Supermarket
10950,SE9,Sainsbury's,22918,grocery,Supermarket
10951,SE9,Sainsbury's,12029,grocery,Supermarket
10952,SE9,Sainsbury's,18508,grocery,Supermarket
10953,SE9,Sainsbury's,13688,grocery,Supermarket
10954,SE9,Sainsbury's,23192,grocery,Supermarket
10955,SE9,Waitrose & Partners,16976,grocery,Supermarket
10956,SE9,Sainsbury's,14531,grocery,Supermarket
10957,SE9,Asda,25192,grocery,Supermarket
10958,SE9,Waitrose & Partners,11342,grocery,Supermarket
10959,SE9,Morrisons,8834,grocery,Supermarket
10960,SE9,Novikov,15794,nightlife,Asian Restaurant
10961,SE9,The Edmund Halley (Wetherspoon),3603,nightlife,Pub
10962,SE9,360 Lounge,16852,nightlife,Hookah Bar
10963,SE9,The Pipe Major,13792,nightlife,Restaurant
10964,SE9,Sky Garden,12545,nightlife,Scenic Lookout
10965,SE9,Harry's Dolce Vita,16570,nightlife,Italian Restaurant
10966,SE9,Drunch,16380,nightlife,Café
10967,SE9,Founder's Arms,13367,nightlife,Pub
10968,SE9,Beer Merchants Tap,12828,nightlife,Beer Bar
10969,SE9,Boulevard,18489,nightlife,Café
10970,SE9,The Barrel Vault (Wetherspoon),16317,nightlife,Pub
10971,SE9,BrewDog Tower Hill,12317,nightlife,Beer Bar
10972,SE9,Leadbelly's,9770,nightlife,Bar
10973,SE9,Cutty Sark Tavern,6466,nightlife,Pub
10974,SE9,The Canonbury Tavern,15783,nightlife,Pub
10975,SE9,Shoreditch House,13072,nightlife,Social Club
10976,SE9,Shoreditch Grind,13823,nightlife,Coffee Shop
10977,SE9,The Old Brewery,6531,nightlife,Brewery
10978,SE9,Sketch,15978,nightlife,Modern European Restaurant
10979,SE9,Sky Pod Bar,12543,nightlife,Cocktail Bar
10980,SE9,German Gymnasium,16273,nightlife,Modern European Restaurant
10981,SE9,The Albert,14845,nightlife,Pub
10982,SE9,B Bistro,15930,nightlife,Hookah Bar
10983,SE9,The Shakespeare,15376,nightlife,Pub
10984,SE9,The Hari Bar & Garden Terrace,16128,nightlife,Cocktail Bar
10985,SE9,Duke Of York,14428,nightlife,Pub
10986,SE9,"River Terrace, Riverside Studios",20652,nightlife,Beer Garden
10987,SE9,White City House,21133,nightlife,Social Club
10988,SE9,The Plough & Harrow (Wetherspoon),20908,nightlife,Pub
10989,SE9,Drunch,18891,nightlife,Restaurant
10990,SE9,Mikkeller Brewpub London,14950,nightlife,Bar
10991,SE9,Neighbourhood,12620,nightlife,Pub
10992,SE9,The Brownswood,17195,nightlife,Pub
10993,SE9,Howling Hops Tank Bar,12613,nightlife,Bar
10994,SE9,The People's Park Tavern,12998,nightlife,Pub
10995,SE9,BrewDog Shoreditch,12972,nightlife,Beer Bar
10996,SE9,The Scolt Head,14914,nightlife,Pub
10997,SE9,Mikkeller Bar London,13402,nightlife,Beer Bar
10998,SE9,Circa,15510,nightlife,Gay Bar
10999,SE9,The White Hart,16008,nightlife,Pub
11000,SE9,Goose Island Brewpub,13100,nightlife,Brewery
11001,SE9,Annabel's,16116,nightlife,Lounge
11002,SE9,Mr Fogg’s Residence,15976,nightlife,Bar
11003,SE9,Crate Brewery,12607,nightlife,Brewery
11004,SE9,The Elysee Restaurant and Roof Garden,15791,nightlife,Greek Restaurant
11005,SE9,Wolfpack,21111,nightlife,Pub
11006,SE9,BrewDog Shepherds Bush,20750,nightlife,Beer Bar
11007,SE9,Sumosan Twiga,16417,nightlife,Japanese Restaurant
11008,SE9,Buddha-Bar,16709,nightlife,Asian Restaurant
11009,SE9,Harrods Pizzeria & Canti Prosecco Bar,16590,nightlife,Pizza Place
11010,SE9,British Museum,15459,entertainment,History Museum
11011,SE9,ZSL London Zoo,18184,entertainment,Zoo
11012,SE9,Tate Modern,13206,entertainment,Art Museum
11013,SE9,National Gallery,14982,entertainment,Art Museum
11014,SE9,Tower of London,11943,entertainment,Castle
11015,SE9,Victoria and Albert Museum (V&A),17135,entertainment,Art Museum
11016,SE9,Imperial War Museum,13086,entertainment,History Museum
11017,SE9,Elizabeth Tower (Big Ben) (Big Ben (Elizabeth Tower)),14304,entertainment,Monument / Landmark
11018,SE9,Museum of London,13694,entertainment,History Museum
11019,SE9,Royal Observatory,5738,entertainment,Observatory
11020,SE9,Science Museum,17312,entertainment,Science Museum
11021,SE9,Hampton Court Palace,27811,entertainment,Palace
11022,SE9,Southbank Centre,14124,entertainment,Performing Arts Venue
11023,SE9,Cutty Sark,6598,entertainment,History Museum
11024,SE9,Natural History Museum,17415,entertainment,Science Museum
11025,SE9,Old Royal Naval College,6435,entertainment,Historic Site
11026,SE9,National Maritime Museum,6234,entertainment,History Museum
11027,SE9,Tate Britain,14063,entertainment,Art Museum
11028,SE9,Somerset House,14464,entertainment,Event Space
11029,SE9,Chiswick Memorial Club,22883,entertainment,General Entertainment
11030,SE9,The O2 Arena,7837,entertainment,Music Venue
11031,SE9,Barbican Centre,13708,entertainment,Performing Arts Venue
11032,SE9,Ashburton Triangle and Arsenal Museum,17228,entertainment,History Museum
11033,SE9,Horniman Museum and Gardens,8319,entertainment,Museum
11034,SE9,Stamford Bridge,17730,entertainment,Soccer Stadium
11035,SE9,William Hogarth Statue,22478,entertainment,Outdoor Sculpture
11036,SE9,Paddington Recreation Athletics Track,20003,entertainment,Track Stadium
11037,SE9,Battersea Power Station,14790,entertainment,Historic Site
11038,SE9,Emirates Stadium,17153,entertainment,Soccer Stadium
11039,SE9,ODEON BFI IMAX,13870,entertainment,Movie Theater
11040,SE9,Cineworld,9277,entertainment,Multiplex
11041,SE9,Chiswick House & Gardens,22615,entertainment,Historic Site
11042,SE9,180 The Strand,14409,entertainment,Art Gallery
11043,SE9,Syon Park,26238,entertainment,Park
11044,SE9,Painted Hall,6448,entertainment,Museum
11045,SE9,Queens Yard,12679,entertainment,Art Gallery
11046,SE9,Regent's Park Open Air Theatre,17643,entertainment,Theater
11047,SE9,Mathew Harding End,17922,entertainment,Soccer Stadium
11048,SE9,Alexandra Palace,21459,entertainment,Palace
11049,SE9,Marble Arch,17034,entertainment,Monument / Landmark
11050,SE9,Fulham Palace,19309,entertainment,Historic Site
11051,SE9,Kensington Palace,18499,entertainment,Palace
11052,SE9,Millennium Leisure Park,6185,entertainment,General Entertainment
11053,SE9,Platform 9¾,16189,entertainment,General Entertainment
11054,SE9,Hogarth's House,22250,entertainment,Art Museum
11055,SE9,Two Temple Place,14178,entertainment,History Museum
11056,SE9,Hampstead Theatre,19742,entertainment,Theater
11057,SE9,Royale Leisure Park,25321,entertainment,General Entertainment
11058,SE9,Somerset House Studios,14404,entertainment,Exhibit
11059,SE9,Cricket Pitch,22839,entertainment,Cricket Ground
11060,SE9,Trafalgar Square,14907,outdoors,Plaza
11061,SE9,Kensington Gardens,18090,outdoors,Park
11062,SE9,Piccadilly Circus,15413,outdoors,Plaza
11063,SE9,Chelsea Bridge,15250,outdoors,Bridge
11064,SE9,Hyde Park,17005,outdoors,Park
11065,SE9,Paddington Recreation Ground,19887,outdoors,Athletics & Sports
11066,SE9,Queen Elizabeth Olympic Park,12067,outdoors,Park
11067,SE9,Clapham Common,14616,outdoors,Park
11068,SE9,"Royal Botanic Gardens (Royal Botanic Gardens, Kew)",24962,outdoors,Botanical Garden
11069,SE9,Richmond Park,23126,outdoors,Park
11070,SE9,St James's Park,14956,outdoors,Park
11071,SE9,The London Eye,14140,outdoors,Scenic Lookout
11072,SE9,London Fields Lido,13963,outdoors,Pool
11073,SE9,St Katharine Docks,11563,outdoors,Harbor / Marina
11074,SE9,Bushy Park,27602,outdoors,Park
11075,SE9,Alexandra Park,21294,outdoors,Park
11076,SE9,Hampstead Heath,20795,outdoors,Park
11077,SE9,Tower Bridge,11708,outdoors,Bridge
11078,SE9,Primrose Hill,18764,outdoors,Park
11079,SE9,Regent's Park,17742,outdoors,Park
11080,SE9,Victoria Park,12560,outdoors,Park
11081,SE9,Greenwich Park,5668,outdoors,Park
11082,SE9,Buckingham Palace,15472,outdoors,Palace
11083,SE9,Haven Green,26378,outdoors,Park
11084,SE9,Highbury Fields,16425,outdoors,Park
11085,SE9,London Fields,13780,outdoors,Park
11086,SE9,Shoreditch Park,14438,outdoors,Park
11087,SE9,Tooting Bec Common,13936,outdoors,Park
11088,SE9,Clissold Park,16797,outdoors,Park
11089,SE9,Finsbury Park,18108,outdoors,Park
11090,SE9,Holland Park,19466,outdoors,Park
11091,SE9,Battersea Park,15557,outdoors,Park
11092,SE9,Wimbledon Park,18394,outdoors,Park
11093,SE9,Chiswick House & Gardens,22615,outdoors,Historic Site
11094,SE9,Brockwell Park,11468,outdoors,Park
11095,SE9,Nova,15345,outdoors,Pedestrian Plaza
11096,SE9,Festival Terrace,14156,outdoors,Pedestrian Plaza
11097,SE23,EL&N,9946,restaurants,Café
11098,SE23,The Coffee Bar,9953,restaurants,Coffee Shop
11099,SE23,EL&N,9955,restaurants,Café
11100,SE23,North Audley Cantine (NAC),10462,restaurants,French Restaurant
11101,SE23,L'ETO Caffè,10119,restaurants,Café
11102,SE23,JOE & THE JUICE,10552,restaurants,Juice Bar
11103,SE23,Novikov,9588,restaurants,Asian Restaurant
11104,SE23,Richoux,10191,restaurants,Café
11105,SE23,Where Magic Happens,6672,restaurants,Caribbean Restaurant
11106,SE23,Din Tai Fung,9041,restaurants,Dumpling Restaurant
11107,SE23,Fortnum & Mason,9445,restaurants,Department Store
11108,SE23,Fait Maison,11073,restaurants,Mediterranean Restaurant
11109,SE23,% Arabica,9124,restaurants,Coffee Shop
11110,SE23,Drunch,10297,restaurants,Café
11111,SE23,Harry's Dolce Vita,9875,restaurants,Italian Restaurant
11112,SE23,L'ETO Caffè,9601,restaurants,Café
11113,SE23,Ozone Coffee Roasters,9333,restaurants,Coffee Shop
11114,SE23,Beit El Zaytoun,17794,restaurants,Middle Eastern Restaurant
11115,SE23,Chelsea Bridge Burger,8183,restaurants,Burger Joint
11116,SE23,Pear Tree Cafe,8079,restaurants,Café
11117,SE23,Shoreditch Grind,9470,restaurants,Coffee Shop
11118,SE23,EL&N,10534,restaurants,Café
11119,SE23,Starbucks,8687,restaurants,Coffee Shop
11120,SE23,Cobham Services (Extra),29197,restaurants,Rest Area
11121,SE23,De Beauvoir Deli,11113,restaurants,Deli / Bodega
11122,SE23,The Monocle Café,11045,restaurants,Café
11123,SE23,Caravan King's Cross,11426,restaurants,Breakfast Spot
11124,SE23,The Old Brewery,5198,restaurants,Brewery
11125,SE23,Chapati & Karak,10073,restaurants,Café
11126,SE23,Dishoom,9149,restaurants,Indian Restaurant
11127,SE23,Circolo Popolare by Big Mamma,10015,restaurants,Italian Restaurant
11128,SE23,Dishoom,11516,restaurants,Indian Restaurant
11129,SE23,Sketch,9941,restaurants,Modern European Restaurant
11130,SE23,Plaza Pastor,11529,restaurants,Mexican Restaurant
11131,SE23,Pavilion Cafe,9957,restaurants,Café
11132,SE23,The Walton Village,26431,restaurants,Restaurant
11133,SE23,BOXPARK Shoreditch,9043,restaurants,Shopping Mall
11134,SE23,Byron,9022,restaurants,Burger Joint
11135,SE23,Wing Fu,5528,restaurants,Chinese Restaurant
11136,SE23,Kingly Court,9814,restaurants,Food Court
11137,SE23,Ladurée,9100,restaurants,Dessert Shop
11138,SE23,Amazonico,9857,restaurants,South American Restaurant
11139,SE23,Le Relais de Venise L’Entrecôte,10827,restaurants,French Restaurant
11140,SE23,COYA London,9545,restaurants,Latin American Restaurant
11141,SE23,Sexy Fish,9782,restaurants,Seafood Restaurant
11142,SE23,Freej Swailh,10038,restaurants,Middle Eastern Restaurant
11143,SE23,Drunch,13062,restaurants,Restaurant
11144,SE23,Ferdi,9656,restaurants,Restaurant
11145,SE23,Jean Georges,10092,restaurants,French Restaurant
11146,SE23,The Elysee Restaurant and Roof Garden,10074,restaurants,Greek Restaurant
11147,SE23,Sainsbury's,1929,grocery,Supermarket
11148,SE23,Borough Market,7398,grocery,Farmers Market
11149,SE23,Sainsbury's,9875,grocery,Supermarket
11150,SE23,Greenwich Market,5042,grocery,Market
11151,SE23,Sainsbury's,3727,grocery,Supermarket
11152,SE23,Mercato Metropolitano,6908,grocery,Street Food Gathering
11153,SE23,Whole Foods Market,11661,grocery,Grocery Store
11154,SE23,Fortnum & Mason,9445,grocery,Department Store
11155,SE23,Sainsbury's,16604,grocery,Supermarket
11156,SE23,Tesco Extra,5592,grocery,Supermarket
11157,SE23,Tesco Express,13589,grocery,Grocery Store
11158,SE23,Waitrose & Partners,14499,grocery,Supermarket
11159,SE23,Sainsbury's Local,7866,grocery,Grocery Store
11160,SE23,Sainsbury's,8948,grocery,Supermarket
11161,SE23,Asda,6122,grocery,Supermarket
11162,SE23,Waitrose & Partners,9177,grocery,Supermarket
11163,SE23,Waitrose & Partners,10763,grocery,Supermarket
11164,SE23,Waitrose & Partners,10379,grocery,Supermarket
11165,SE23,Tesco Express,8085,grocery,Grocery Store
11166,SE23,Tesco Express,9913,grocery,Grocery Store
11167,SE23,Sainsbury's,12450,grocery,Supermarket
11168,SE23,Sainsbury's,26589,grocery,Supermarket
11169,SE23,Sainsbury's,10806,grocery,Supermarket
11170,SE23,Waitrose & Partners,4855,grocery,Supermarket
11171,SE23,Tesco Extra,9491,grocery,Supermarket
11172,SE23,Sainsbury's,8342,grocery,Supermarket
11173,SE23,Waitrose & Partners,13635,grocery,Supermarket
11174,SE23,Asda,17912,grocery,Supermarket
11175,SE23,Waitrose & Partners,20335,grocery,Supermarket
11176,SE23,Asda,22252,grocery,Supermarket
11177,SE23,Tesco,14880,grocery,Supermarket
11178,SE23,Sainsbury's,11623,grocery,Supermarket
11179,SE23,Tesco,9597,grocery,Supermarket
11180,SE23,Morrisons,17004,grocery,Supermarket
11181,SE23,Oseyo Shop,9341,grocery,Supermarket
11182,SE23,Sainsbury's,7238,grocery,Supermarket
11183,SE23,Sainsbury's,16710,grocery,Supermarket
11184,SE23,Tesco,5309,grocery,Supermarket
11185,SE23,Tesco Extra,28010,grocery,Supermarket
11186,SE23,Sainsbury's,6831,grocery,Supermarket
11187,SE23,Sainsbury's,15162,grocery,Supermarket
11188,SE23,Sainsbury's,15928,grocery,Supermarket
11189,SE23,Asda,21929,grocery,Supermarket
11190,SE23,Waitrose & Partners,10979,grocery,Supermarket
11191,SE23,Sainsbury's,6316,grocery,Supermarket
11192,SE23,Sainsbury's,8602,grocery,Supermarket
11193,SE23,Sainsbury's,7016,grocery,Supermarket
11194,SE23,Waitrose & Partners,7109,grocery,Supermarket
11195,SE23,Morrisons,8924,grocery,Supermarket
11196,SE23,Southbank Centre Food Market,8235,grocery,Street Food Gathering
11197,SE23,Novikov,9588,nightlife,Asian Restaurant
11198,SE23,The Pipe Major,18747,nightlife,Restaurant
11199,SE23,360 Lounge,10103,nightlife,Hookah Bar
11200,SE23,The Edmund Halley (Wetherspoon),4448,nightlife,Pub
11201,SE23,Sky Garden,7829,nightlife,Scenic Lookout
11202,SE23,Drunch,10297,nightlife,Café
11203,SE23,Harry's Dolce Vita,9875,nightlife,Italian Restaurant
11204,SE23,The Red Lion (Wetherspoon),32743,nightlife,Pub
11205,SE23,The Barrel Vault (Wetherspoon),11167,nightlife,Pub
11206,SE23,BrewDog Tower Hill,7645,nightlife,Beer Bar
11207,SE23,Founder's Arms,8020,nightlife,Pub
11208,SE23,Leadbelly's,6004,nightlife,Bar
11209,SE23,The Canonbury Tavern,11676,nightlife,Pub
11210,SE23,Cutty Sark Tavern,5821,nightlife,Pub
11211,SE23,Boulevard,12534,nightlife,Café
11212,SE23,Shoreditch Grind,9470,nightlife,Coffee Shop
11213,SE23,Shoreditch House,9056,nightlife,Social Club
11214,SE23,The Old Brewery,5198,nightlife,Brewery
11215,SE23,Sky Pod Bar,7829,nightlife,Cocktail Bar
11216,SE23,German Gymnasium,11138,nightlife,Modern European Restaurant
11217,SE23,Sketch,9941,nightlife,Modern European Restaurant
11218,SE23,The Albert,8425,nightlife,Pub
11219,SE23,B Bistro,9728,nightlife,Hookah Bar
11220,SE23,The Shakespeare,8795,nightlife,Pub
11221,SE23,The Hari Bar & Garden Terrace,9460,nightlife,Cocktail Bar
11222,SE23,Duke Of York,10750,nightlife,Pub
11223,SE23,"River Terrace, Riverside Studios",13419,nightlife,Beer Garden
11224,SE23,White City House,14243,nightlife,Social Club
11225,SE23,The Plough & Harrow (Wetherspoon),13719,nightlife,Pub
11226,SE23,Drunch,13062,nightlife,Restaurant
11227,SE23,Mikkeller Brewpub London,9997,nightlife,Bar
11228,SE23,The People's Park Tavern,10884,nightlife,Pub
11229,SE23,Goose Island Brewpub,8983,nightlife,Brewery
11230,SE23,Neighbourhood,11811,nightlife,Pub
11231,SE23,Annabel's,9901,nightlife,Lounge
11232,SE23,The Brownswood,13673,nightlife,Pub
11233,SE23,Wolfpack,14889,nightlife,Pub
11234,SE23,BrewDog Shepherds Bush,13743,nightlife,Beer Bar
11235,SE23,Crate Brewery,11175,nightlife,Brewery
11236,SE23,Circa,9686,nightlife,Gay Bar
11237,SE23,The White Hart,12917,nightlife,Pub
11238,SE23,Howling Hops Tank Bar,11156,nightlife,Bar
11239,SE23,BrewDog Shoreditch,9102,nightlife,Beer Bar
11240,SE23,Mr Fogg’s Residence,9812,nightlife,Bar
11241,SE23,The Elysee Restaurant and Roof Garden,10074,nightlife,Greek Restaurant
11242,SE23,Mikkeller Bar London,9459,nightlife,Beer Bar
11243,SE23,Sumosan Twiga,9759,nightlife,Japanese Restaurant
11244,SE23,Buddha-Bar,10105,nightlife,Asian Restaurant
11245,SE23,Harrods Pizzeria & Canti Prosecco Bar,9891,nightlife,Pizza Place
11246,SE23,Cavendish,27878,nightlife,Other Nightlife
11247,SE23,Horniman Museum and Gardens,876,entertainment,Museum
11248,SE23,British Museum,9891,entertainment,History Museum
11249,SE23,ZSL London Zoo,12570,entertainment,Zoo
11250,SE23,Tate Modern,7877,entertainment,Art Museum
11251,SE23,National Gallery,9046,entertainment,Art Museum
11252,SE23,Tower of London,7376,entertainment,Castle
11253,SE23,Victoria and Albert Museum (V&A),10305,entertainment,Art Museum
11254,SE23,Imperial War Museum,7075,entertainment,History Museum
11255,SE23,Elizabeth Tower (Big Ben) (Big Ben (Elizabeth Tower)),8157,entertainment,Monument / Landmark
11256,SE23,Science Museum,10484,entertainment,Science Museum
11257,SE23,Royal Observatory,5019,entertainment,Observatory
11258,SE23,Southbank Centre,8307,entertainment,Performing Arts Venue
11259,SE23,Museum of London,8835,entertainment,History Museum
11260,SE23,Old Royal Naval College,5328,entertainment,Historic Site
11261,SE23,Hampton Court Palace,20477,entertainment,Palace
11262,SE23,Cutty Sark,5132,entertainment,History Museum
11263,SE23,Natural History Museum,10553,entertainment,Science Museum
11264,SE23,Tate Britain,7540,entertainment,Art Museum
11265,SE23,National Maritime Museum,5128,entertainment,History Museum
11266,SE23,Somerset House,8801,entertainment,Event Space
11267,SE23,Chiswick Memorial Club,15600,entertainment,General Entertainment
11268,SE23,Barbican Centre,8974,entertainment,Performing Arts Venue
11269,SE23,The O2 Arena,7499,entertainment,Music Venue
11270,SE23,Ashburton Triangle and Arsenal Museum,13138,entertainment,History Museum
11271,SE23,Thorpe Park,32596,entertainment,Theme Park
11272,SE23,Stamford Bridge,10497,entertainment,Soccer Stadium
11273,SE23,William Hogarth Statue,15227,entertainment,Outdoor Sculpture
11274,SE23,Paddington Recreation Athletics Track,13767,entertainment,Track Stadium
11275,SE23,Battersea Power Station,7805,entertainment,Historic Site
11276,SE23,ODEON BFI IMAX,8096,entertainment,Movie Theater
11277,SE23,Emirates Stadium,13025,entertainment,Soccer Stadium
11278,SE23,Cineworld,7333,entertainment,Multiplex
11279,SE23,Regent's Park Open Air Theatre,11848,entertainment,Theater
11280,SE23,Queens Yard,11172,entertainment,Art Gallery
